ID,Name,Count
17761582,Non-Multiplex-Cinemagoers-Group,1
19063005,FranceFintech,1
14538032,London-React-User-Group,1
1459505,TechTorontoOrg,1
1606962,ProductTank,2
23573811,Sports-Analytics-London,2
4558132,HTML5-CodeShow,1
19877173,Football-hyde-park-sunday-Kick-about,1
18259255,Data-for-Good-FR,1
20266297,Tech-Trainers-London,1
12952892,NW-London-Hackers-and-Makers,2
21253758,meetup-group-TFgNDpBD,1
20374846,londonfoundersclub,1
20444479,Toronto-Legal-Hackers,1
19776833,London-PUG,2
23602498,QuantumX-Quantum-Computing-Meetup,3
22109509,Learn-How-To-Make-Money-Online-Internet-Business-London,1
12942662,GraphQL-London,2
20403534,Streamtrade-Forex-Trading-Network,1
19926351,unfolduk,1
24198481,Applied-Data-Engineering-London,3
18562834,3DSLondon,2
19795283,Blockchain-and-Hyperledger-Project-London,1
19066196,AND_Chat,1
24550741,User-Research-Huddle,1
14486872,DataScienceThamesValley,1
1715546,Soiree-Networking-Paris,1
1250653,Toronto_TECH,1
18411979,Financial-Modelling-in-Excel-Meetup-London,1
21085535,RWPT-360-Property-Business-Workshop,1
435552,expat-142,1
18632035,AngularLabs,1
22725988,digital-transformation-in-london,2
5425382,devmeetdesign,1
15596902,Legal-Innovation-Paris,1
21130600,Personal-Branding-Strategies,2
19573010,AHODevOps,1
20378855,BCS-Agile-SG-Fresh-Voices,1
10534252,Front-Endgineers-London,1
19438957,London-CSS-Meetup,1
16323952,Artists-and-Scientists-Get-Together,2
12713192,Deep-Learning-London,6
18406299,The-Bitcoin-Bay,1
20237684,insurtech_fr,1
11281982,KNIME-User-Group-UK,2
16936312,Data-Natives-London,5
18484603,Institute-of-Rhythm-Blues,1
17892732,Apache-Lucene-Solr-London-User-Group,1
4774122,London-Economics-Book-Club,1
18842506,Young-professionals-Reading,1
19103104,London-Algorithms,1
13270402,London-Korean-Drama-Club,1
22908139,Brazilian-Portuguese-Conversation-Intermediate-to-Advanced,1
20770181,Data-Eats-The-World,1
20370822,foodclublondon,1
18554247,International-Food-Lovers-and-Social,1
18959752,Find-Peace-London,1
20211081,FintechCanada,1
19201419,medtechlondon,1
21785997,Excel-Champions,1
21757329,project_euler,5
20871406,London-beginR,1
8672662,londonlinux,2
22030698,London-friends-and-coffee-meetup,1
19086747,London-Python-Project-Nights,1
16051612,launch22,1
16022942,JustSharing,1
18398623,london-wearefintech,3
19738019,c0d1ng,5
16766372,Le-Wagon-Paris-Coding-Station,1
1561841,es-london,1
13854122,London-Microservices-User-Group,2
23717291,London-CBC-construction-blockchain-consortium-Meetup,1
14194092,Elixir-London,1
18775469,Business-Analytics-and-Data-Science,3
19860912,central_london_data_science,6
22868515,Investment-Briefing-for-companies-seeking-equity-investment,1
22062516,Young-Music-Fashion-Design-Tech-Creatives-in-London,1
22662583,How-to-Build-High-Impact-Technology-Science-Companies,1
12710132,code-u,1
4091322,Young-African,2
1813951,Interplanetary,2
13764032,ethereumtoronto,1
21589441,London-Blockchain-Meetup,1
21196227,blockchain-London,4
18281928,Dragonfly-Mandarin,1
4455882,ln-enterprise-tech,3
18578891,Full-Circle-Art-Group,1
23455182,The-Philosophical-Programmer,1
1670392,Mix-Friends-Club,1
1789394,big-data-london,5
20222883,NextTopFintech,1
3063252,legalworkshopslondon,1
18382294,MeetNewPeopleInLondon,1
18695642,Exoticafood,1
19043805,Startup-Events-London,1
18318814,NLU-London,3
22318560,London-Startup-Factory,1
21235170,Black-Future-Film-Making,1
1365477,Black-Londoners,1
17622502,WearableTechLondon,2
19220049,Bromley-Kundalini-Yoga-Meditation-Meetup,1
1312233,Mad-About-Movies-Toronto,1
2727402,GeekChic,1
19690987,futureofdata-london,3
10747372,Heads-Up-London-Wearable-Technology-Forum,1
19069157,TalendLondon,1
23293423,The-Radical-Entrepreneur,1
8611312,London-Virtual-Reality-Developer-Meetup,4
8265202,KhronosUK,2
21075569,Mariannas-Events-London-Nightlife-Social-20s-30s-40s,1
20897273,London-Business-Creativity-Rulebreaking-Meetup,1
2467322,hadoop-users-group-uk,5
1707517,London-Indie-RPG-Meetup-Group,1
19932671,International-Students-in-the-UK-Meetup,1
19499264,From-PhD-to-Startup-Meetup-Edinburgh,1
22077806,Londons-Future-Technology-Leaders-Group,1
12615172,bitmaker,1
19625477,Deep-Learning-Lab,5
20373000,London-Retail-Tech-Meetup,1
19590668,Serverless-London,1
19213837,OpenAI-London,5
1418767,The-London-English-Portuguese-Language-Exchange-Meetup-Group,1
4281872,UXcrunch,1
3034712,AWSUGUK,1
1590803,bellanetworking,1
18550292,Agile-with-UNICOM,1
20274709,uxconnect,1
18399747,Afro-creative,1
20229657,CognitionX-Community,4
10118682,Culture-sortie-expositions-promenade-jeux,1
19609115,1-DayStart-Up,1
10711642,UX-Sketch-Out,2
19099170,Quality-Value-Investing,1
3531972,London-PaaS-User-Group-LOPUG,1
19807781,Expert-Talks-Mobile,1
21149223,London-Design-Play,1
1820201,footballinreading,1
22949420,Croydons-StartUp-Studio,1
18544175,Next-Level-Entrepreneurs,1
5859592,Big-Data-Jobs-in-London,2
10337842,Graduate-Data-Science-Initiative,5
19445299,Open-Space-Agency-Meetups,1
19998260,London-Tech-Ladies,2
21830238,GDPR-Solutions,1
23244343,The-Future-of-Accountancy,1
18616927,Startups-UX-Design,1
20270653,DataScientists,1
14886462,swiftlondon,2
19159547,capoeiraacademyuk,1
20399681,Data-Science-Minds-in-London,1
19160643,Blockchain-Toronto,1
24010678,London-Deep-Learning-Meetup,3
13143622,Pirate-Party-London-Meetups,1
19676744,Live-Music-Barcelona,1
18404940,GDG-Reading-Thames-Valley,1
9680462,London-Startup-Founder-101,3
22263375,Lovers-Of-Black-Theatre,1
1572432,BarCampBankLondon,1
23304120,London-Sketchbook-Festival,1
17815122,ClubStartups-Paris,1
18312787,werinnovation,1
12983892,technopreneurs,6
21651029,Impact-Investor-Club,1
11726422,igdalondon,2
6649432,Nigerianthinkers,1
19349082,Node-js-Meetup-London,2
18638427,IT-Professional-Courses-Java-world,1
2704992,Creative-Digital-Fabricators,2
2545252,London-Code-Dojo,2
435813,londonocc,2
3837542,Startup-Grind-Toronto,1
23199336,AI-Machine-Learning-Enterprise-Applications,5
23459433,African-professional-women,1
23666282,frontenders-valtech,1
4273772,socialdata,3
23170669,Intro-to-R-workshop,3
24295022,SaaS-Enterprise-Software-Meetup,1
5575272,Flying-Solo-Events,1
17124182,Rails-Girls-London,1
21220981,ThebeingAgile,1
19990134,london-nodejs,1
13393172,Cognitive-Toronto,1
19594874,STEM-Talks-at-Kings-College-London,1
18712511,Advanced-Spark-and-TensorFlow-Meetup,2
19951228,VR-AR-Association-London,3
4118122,MobileLearning,1
4107902,London-Android-for-Beginners,1
21567104,meetup-group-artificial-Intelligence,1
20060096,Blockchain-Startups-Toronto,1
20926082,MiSK-Hackathon,1
6410072,3D-Printing-London,3
23207558,London-digital-Make-it-Meetup,1
20881031,Quantum-Reconnection,1
3268672,KanbanCoachingExchangeKCE,1
18568471,Toronto-Machine-Learning-Book-Club,1
19738252,Hyperledger-Toronto,1
16658062,Web-VR,1
18538093,New-York-Cryptoparty-Network,1
12962072,London-NoSQL-and-Big-Data,2
14522002,MeetBlackProfessionalsLondon,1
19944387,datasciencenetworklondon,2
2739822,The-London-Taste-Of-Africa,3
20090519,HackOnWheels,1
886872,London-Monthly-Bulldog,1
20816387,Talend-Meetup,1
19738266,Hyperledger-Paris,1
1988251,businessinlondon,2
21003932,The-Healthcare-Startup-Society,1
8103582,LondonStartupGrind,10
8812192,Weekend-Mandarin,1
18902692,Bioinformatics-London,1
1712070,agileDPML,2
19451559,Blockchain-the-Arts,1
19723945,London-Bitcoin-Altcoin-traders,1
8761002,Internet-of-Things-Paris,1
23947293,Academic-Writing-Workshop,1
18564612,UX-crunch-London,1
19167517,London-SAS-User-Group,1
18919090,Tech-Leaders-Tell-All,1
17915572,Open-IoT-London,1
18599606,Hardware-Club-London,1
22283959,Diversity-Inclusion-in-Technology,1
4382392,Chinese-Painting-and-Calligraphy-Group-in-Central-London,1
18527929,London-Autodidacts-Programming,4
1601210,AdvancedPhotography,1
4263612,interactivenarratives,1
1679039,hoodlums,1
6827872,Free-Meditation-Yoga-London,1
19121859,TensorFlow-London,7
20756164,VR-AR-London-MeetUp-Group,2
18630341,West-Norwood-and-South-London-Social-Meet-up-Group,1
17012422,innovate-london,2
23229047,ukblacktech,3
20113100,Early-Adopters-users-developers,2
1464014,London-Futurists,3
1789647,social-networking-for-artists,1
11370192,opendatascience,1
6151892,LondonArduino,5
20455128,TO-Fintech,1
356058,minibar,1
22322908,Smart-Textile-and-Robotics-Meetup,2
20012816,London-Marketplace-Startups-Meetup,1
19080810,LondonandSEbigdata,1
20508384,Geovation-Hub-Events,1
19881697,London-MMO-Developers,2
19717858,IoTDataViz-London,2
2328291,cofoundersnetwork,1
18525926,Driving-awareness-for-your-startup,1
18532075,London-Adults-with-mild-Autism-Spectrum-Disorder,1
24444200,Self-Confidence-and-Transformation-Through-Public-Speaking,1
1509107,web-folk-of-south-london,2
16462462,London-New-Tech,5
820982,android,2
1582377,magento-london,1
19478264,s9s-Polyglot-Persistence-London,1
1659178,torontoruby,1
20428542,Digital-Business-Forum,1
20143871,London-Data-Visualisation-Group,1
20911872,Enterprise-AI,1
24223489,English-practice-for-newbies,1
19797764,Messaging-Bots-London,2
18904198,CamPUG,1
20885254,Medical-Imaging-Technology,1
1672967,LondonQS,1
2019081,London-PostgreSQL-Meetup-Group,2
1554391,Quantum-Physics-Meetup-Group,1
10071822,WebGL-Workshop-London,1
1011472,EntrepreneursInLondon,5
24437720,Young-Entrepreneurs-Young-Software-Developers,1
4464402,English-Language-Practice-And-Social,1
20113171,VR-cameras-VR-movies-VR-gadgets-for-Virtual-Reality-lovers,3
1761047,SiliconRoundabout,8
1070873,filmind-351,2
16578332,ExoticTravel,1
22980384,Artificially-Intelligent-Interface-Development,2
4720882,The-London-English-conversation-group,1
23126759,Mozilla-Developer-Roadshow-UK-Edition,1
23497350,Women-in-their-30s-who-enjoy-books-with-their-wine,1
19109169,London-Applied-ML-AI-Meetup,5
18532138,People-teaching-kids-to-code-in-London,1
20853057,Internet-Startups,1
20397872,Nicholas-Nassim-Taleb-Society,1
22791986,RecSys-London,3
18849591,London-Quant-Club,4
7524152,Paris-Bitcoin-Meetup,1
3482932,Leeds-Riak,1
18538298,The-London-Startup-Retreat,1
18245435,founderscoders,3
4089662,learnsoftwaredevelopment,3
20926271,CppLondon,3
7470912,js-monthly,1
18594784,Waltham-Forest-Tech,1
19121986,LondonOpen-code,1
21530435,Startup-Explosion-Bust-The-Myths-Live-Your-Dream,2
22323012,fashion-marketing,1
19824454,Long-Now-Toronto,1
1802056,Secret-Dining-Supper-Clubs-in-London,1
21264012,Agriculture-Technology-and-Development-in-Africa,1
1482573,NYC-Apache-Lucene-Solr-Meetup,1
6952782,Affordable-Yoga-in-Paris,1
20434768,UX-Design-Courses-London,1
18138962,LondonCyberTech,2
22286164,IoT-Hardware-Blockchain-Meetup,2
6285142,incubatelondon,1
13500342,African-Business-Entrepreneur-Networking,4
15308632,efjsday,1
6709082,data-science-lab,8
18403165,ReviewdePresse,1
18493278,Internet-of-Everything-London,3
1773541,quant-finance,1
10104672,Black-Singles-in-London,1
19986274,DataViz-London,2
23961443,Amazon-Sellers-London,1
19967844,Workshops-AI-Bots-Machine-Learning,1
20399973,Creative-AI,7
21702502,London-Quantum-Computing-Meetup,2
1361767,52martinis,1
20156264,Black-Girls-Picnic,1
1722217,Toronto-Entrepreneurs,1
6029162,Geckoboard-London,1
20293484,Scala-Central,1
2546322,edmix-com,2
18724718,Bitcoin-Blockchain-Leadership-Forum,1
22392802,Algorithmic-Art,3
19881842,London-Cloudera-User-Group,3
9809782,Paris-Startup-Founder-101,1
8215132,YFood-Tech-Wednesdays,1
10334072,Hardware-Pioneers-London-Hardware-Startups,5
1731903,Cassandra-London,2
17250172,London-Healthcare-and-Medical-technology-innovators,2
18050942,Toronto-Techno-Crypto,1
23746197,Secret-Japanese-Supper-in-London,1
22226816,AI-Disrupting-Sustainability-conference-in-Cambridge,2
19332993,City-Gospel-Choir,1
20213739,Code-Mastery-Meetup,1
20326276,Full-Stack-Quants,3
7522792,London-FREE-Film-Festivals,1
18452801,From-Medicine-London,1
3213192,wpuguk,1
22615945,The-Independent-MarTech-Data-Insight-Experts-Meetup,1
12599182,Future-Thinking-in-Digital-Marketing-Meetup,1
5955472,London-HTML5-Game-Developers,1
1830801,The-London-Django-Meetup-Group,1
10373012,london-entrepreneurs,1
8931222,AnalyticsNetwork,4
20057753,Sport-Tech-Collective,1
16200142,London-Auto-stereoscopic-Glasses-Free-3D-Tech-Meetup,1
21319577,Coding-Days-Learn-to-code,1
19578779,Bayesian-Mixer-London,1
18663324,livemusiclondon,1
495519,torontoelectronicmusic,1
18532256,London-JavaScript-Community,4
18399138,Over-30s-London-Social,1
1679003,Jazz-Blues-and-Friends,1
24409965,old-school-rnb,1
21207025,London-App-Makers,1
14991272,mapping-open-data-to-unlock-new-insights,3
12310442,London-d3js,2
18589612,Tech-Tuesday-London,3
14925742,SWIFT-Developers-London,1
20905903,London-Code-College,1
20324272,Data-Engineering-London,4
23404465,SEO-London-with-Data-Science-and-Machine-Learning,3
2590642,iotlondon,8
17473462,Toronto-Software-Team-Lead-Meetup,1
12447672,Oxford-and-London-Interactive-Fiction-Group,1
6295482,meetmeout,1
18288573,erisltd,1
6514622,Data-Science-Oxford,1
22273983,Toronto-Artificial-Intelligence-Deep-Learning,1
4499392,mobiledev,2
4490912,London-Indie-Game-Developers,4
1382725,20-30SomethingsInToronto,1
19773382,JavaScript-for-Beginners,2
24318967,London-Data-Science-AI-Meetup,3
9426892,London-VR-for-Games-Meetup,3
18989008,LondonLean,1
10917842,Mindbodytalks,1
22179795,London-AWS-and-Big-Data-Meetup,1
1703116,quantifiedself-toronto,1
18851797,data-science-clinic-london,2
1720278,Filmmakers-United,1
22169559,Inspiring-Women-in-Data-Science,3
18560356,Trendwise-Research-London,1
18214876,UK-Computer-Vision-Meetup,3
14770142,IBM-Bluemix-Paris-Meetup,1
16728032,WebPlatform-London,1
11497442,alternativeeventsuk,1
23218147,London-Probability-Theory-Meetup,3
321509,parisrunners,1
19507175,London-Containing-Bioinformatics-Data-Analytics-Meetup,3
18302952,Brixton-Chinese-reading-writing-group,1
19154940,London-Image-Processing-Meetup,2
21061610,Code-For-Democracy,2
20609911,VIRTUAL-NEEDS-REALITY,1
19392494,London-Unreal-Engine-Meetup,2
18509807,London-Product-Club,1
21946352,bot-monetization,1
18679793,From-PhD-to-Startup-Meetup-London,1
20148212,African-History-Media-Watch,1
3185662,IGNITE-Fundraisers-monthly-startup-pitch-events,1
18466812,London-Hack-and-Tell,1
18645674,London-Cognitive-Computing-Meetup,7

